<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RIZ8 [SPBFUT],5,20180913,210000,107170.000000,107440.000000,107110.000000,107370.000000,89.000000
RIZ8 [SPBFUT],5,20180913,210500,107320.000000,107500.000000,107320.000000,107350.000000,30.000000
RIZ8 [SPBFUT],5,20180913,211000,107400.000000,107620.000000,107400.000000,107530.000000,20.000000
RIZ8 [SPBFUT],5,20180913,211500,107500.000000,107570.000000,107460.000000,107570.000000,29.000000
RIZ8 [SPBFUT],5,20180913,212000,107450.000000,107450.000000,107420.000000,107450.000000,3.000000
RIZ8 [SPBFUT],5,20180913,212500,107440.000000,107570.000000,107440.000000,107570.000000,35.000000
RIZ8 [SPBFUT],5,20180913,213000,107570.000000,107580.000000,107510.000000,107550.000000,35.000000
RIZ8 [SPBFUT],5,20180913,214000,107610.000000,107660.000000,107570.000000,107600.000000,44.000000
RIZ8 [SPBFUT],5,20180913,214500,107600.000000,107630.000000,107530.000000,107630.000000,21.000000
RIZ8 [SPBFUT],5,20180913,215000,107580.000000,107580.000000,107580.000000,107580.000000,7.000000
RIZ8 [SPBFUT],5,20180913,215500,107550.000000,107600.000000,107510.000000,107510.000000,37.000000
RIZ8 [SPBFUT],5,20180913,220000,107510.000000,107510.000000,107500.000000,107500.000000,3.000000
RIZ8 [SPBFUT],5,20180913,220500,107500.000000,107500.000000,107390.000000,107470.000000,15.000000
RIZ8 [SPBFUT],5,20180913,221000,107410.000000,107410.000000,107360.000000,107390.000000,18.000000
RIZ8 [SPBFUT],5,20180913,221500,107390.000000,107390.000000,107390.000000,107390.000000,2.000000
RIZ8 [SPBFUT],5,20180913,222500,107380.000000,107580.000000,107380.000000,107470.000000,36.000000
RIZ8 [SPBFUT],5,20180913,223000,107450.000000,107450.000000,107300.000000,107300.000000,54.000000
RIZ8 [SPBFUT],5,20180913,223500,107300.000000,107300.000000,107260.000000,107270.000000,5.000000
RIZ8 [SPBFUT],5,20180913,224000,107280.000000,107300.000000,107260.000000,107300.000000,32.000000
RIZ8 [SPBFUT],5,20180913,224500,107250.000000,107260.000000,107170.000000,107260.000000,40.000000
RIZ8 [SPBFUT],5,20180913,225500,107380.000000,107380.000000,107260.000000,107260.000000,17.000000
RIZ8 [SPBFUT],5,20180913,230000,107280.000000,107280.000000,107240.000000,107270.000000,11.000000
RIZ8 [SPBFUT],5,20180913,230500,107170.000000,107250.000000,107160.000000,107230.000000,44.000000
RIZ8 [SPBFUT],5,20180913,231000,107230.000000,107240.000000,107200.000000,107200.000000,34.000000
RIZ8 [SPBFUT],5,20180913,231500,107170.000000,107170.000000,107170.000000,107170.000000,4.000000
RIZ8 [SPBFUT],5,20180913,232000,107190.000000,107190.000000,107140.000000,107180.000000,16.000000
RIZ8 [SPBFUT],5,20180913,233000,107180.000000,107240.000000,107150.000000,107150.000000,17.000000
RIZ8 [SPBFUT],5,20180913,233500,107190.000000,107190.000000,107170.000000,107170.000000,4.000000
RIZ8 [SPBFUT],5,20180913,234000,107170.000000,107230.000000,107170.000000,107230.000000,12.000000
RIZ8 [SPBFUT],5,20180913,234500,107240.000000,107280.000000,107230.000000,107280.000000,13.000000
RIZ8 [SPBFUT],5,20180914,100000,107290.000000,107800.000000,107290.000000,107570.000000,459.000000
RIZ8 [SPBFUT],5,20180914,100500,107600.000000,107690.000000,107550.000000,107650.000000,87.000000
RIZ8 [SPBFUT],5,20180914,101000,107660.000000,107900.000000,107610.000000,107880.000000,117.000000
RIZ8 [SPBFUT],5,20180914,101500,107900.000000,107990.000000,107780.000000,107820.000000,406.000000
